Trial,Concentration,soil_well,plate_unique,plate_id,plate_well,rfu
,,,plate_10,RFP_2_plate_1,D8,3.643
,,,plate_10,RFP_2_plate_1,D9,3.984
,,,plate_10,RFP_2_plate_1,D10,3.223
,,,plate_10,RFP_2_plate_1,D11,3.485
,,,plate_10,RFP_2_plate_1,D12,3.488
,,,plate_10,RFP_2_plate_1,E1,18.792
,,,plate_10,RFP_2_plate_1,E2,58.582
,,,plate_10,RFP_2_plate_1,E3,326.12
,,,plate_10,RFP_2_plate_1,E4,254.636
,,,plate_10,RFP_2_plate_1,E5,168.693
,,,plate_10,RFP_2_plate_1,E6,4.056
,,,plate_10,RFP_2_plate_1,E7,3.491
,,,plate_10,RFP_2_plate_1,E8,4.068
,,,plate_10,RFP_2_plate_1,E9,3.939
,,,plate_10,RFP_2_plate_1,E10,3.926
,,,plate_10,RFP_2_plate_1,E11,3.882
,,,plate_10,RFP_2_plate_1,E12,3.346
,,,plate_10,RFP_2_plate_1,F1,20.648
,,,plate_10,RFP_2_plate_1,F2,26.617
,,,plate_10,RFP_2_plate_1,F3,319.941
,,,plate_10,RFP_2_plate_1,F4,274.591
,,,plate_10,RFP_2_plate_1,F5,381.133
,,,plate_10,RFP_2_plate_1,F6,309.224
,,,plate_10,RFP_2_plate_1,F7,4.126
,,,plate_10,RFP_2_plate_1,F8,3.206
,,,plate_10,RFP_2_plate_1,F9,4.009
,,,plate_10,RFP_2_plate_1,F10,3.568
,,,plate_10,RFP_2_plate_1,F11,3.841
,,,plate_10,RFP_2_plate_1,F12,3.625
,,,plate_10,RFP_2_plate_1,G1,21.013
,,,plate_10,RFP_2_plate_1,G2,28.764
,,,plate_10,RFP_2_plate_1,G3,46.105
,,,plate_10,RFP_2_plate_1,G4,362.878
,,,plate_10,RFP_2_plate_1,G5,411.608
,,,plate_10,RFP_2_plate_1,G6,381.649
,,,plate_10,RFP_2_plate_1,G7,323.408
,,,plate_10,RFP_2_plate_1,G8,3.746
,,,plate_10,RFP_2_plate_1,G9,3.862
,,,plate_10,RFP_2_plate_1,G10,3.929
,,,plate_10,RFP_2_plate_1,G11,3.382
,,,plate_10,RFP_2_plate_1,G12,3.266
,,,plate_10,RFP_2_plate_1,H1,18.325
,,,plate_10,RFP_2_plate_1,H2,45.791
,,,plate_10,RFP_2_plate_1,H3,359.167
,,,plate_10,RFP_2_plate_1,H4,307.896
,,,plate_10,RFP_2_plate_1,H5,455.18
,,,plate_10,RFP_2_plate_1,H6,309.905
,,,plate_10,RFP_2_plate_1,H7,3.291
,,,plate_10,RFP_2_plate_1,H8,3.917
,,,plate_10,RFP_2_plate_1,H9,4.105
,,,plate_10,RFP_2_plate_1,H10,4.111
,,,plate_10,RFP_2_plate_1,H11,3.449
,,,plate_10,RFP_2_plate_1,H12,3.245
Bio_1,dil_10^-3,D3,plate_11,RFP_3_plate_1,A1,22.325
,,,plate_11,RFP_3_plate_1,A2,98.124
,,,plate_11,RFP_3_plate_1,A3,108.972
,,,plate_11,RFP_3_plate_1,A4,35.233
,,,plate_11,RFP_3_plate_1,A5,425.748
,,,plate_11,RFP_3_plate_1,A6,376.203
,,,plate_11,RFP_3_plate_1,A7,3.538
,,,plate_11,RFP_3_plate_1,A8,4.043
,,,plate_11,RFP_3_plate_1,A9,4.051
,,,plate_11,RFP_3_plate_1,A10,4.064
,,,plate_11,RFP_3_plate_1,A11,3.939
,,,plate_11,RFP_3_plate_1,A12,3.722
,,,plate_11,RFP_3_plate_1,B1,22.224
,,,plate_11,RFP_3_plate_1,B2,209.344
,,,plate_11,RFP_3_plate_1,B3,135.852
,,,plate_11,RFP_3_plate_1,B4,385.167
,,,plate_11,RFP_3_plate_1,B5,456.214
,,,plate_11,RFP_3_plate_1,B6,418.705
,,,plate_11,RFP_3_plate_1,B7,3.175
,,,plate_11,RFP_3_plate_1,B8,4.42
,,,plate_11,RFP_3_plate_1,B9,4.421
,,,plate_11,RFP_3_plate_1,B10,4.167
,,,plate_11,RFP_3_plate_1,B11,4.351
,,,plate_11,RFP_3_plate_1,B12,4.066
,,,plate_11,RFP_3_plate_1,C1,17.704
,,,plate_11,RFP_3_plate_1,C2,141.908
,,,plate_11,RFP_3_plate_1,C3,40.194
,,,plate_11,RFP_3_plate_1,C4,55.542
,,,plate_11,RFP_3_plate_1,C5,316.603
,,,plate_11,RFP_3_plate_1,C6,403.976
,,,plate_11,RFP_3_plate_1,C7,351.937
,,,plate_11,RFP_3_plate_1,C8,4.585
,,,plate_11,RFP_3_plate_1,C9,4.193
,,,plate_11,RFP_3_plate_1,C10,4.125
,,,plate_11,RFP_3_plate_1,C11,4.37
,,,plate_11,RFP_3_plate_1,C12,4.209
,,,plate_11,RFP_3_plate_1,D1,19.853
,,,plate_11,RFP_3_plate_1,D2,148.899
,,,plate_11,RFP_3_plate_1,D3,342.676
,,,plate_11,RFP_3_plate_1,D4,328.906
,,,plate_11,RFP_3_plate_1,D5,295.715
,,,plate_11,RFP_3_plate_1,D6,426.043
,,,plate_11,RFP_3_plate_1,D7,4.275
,,,plate_11,RFP_3_plate_1,D8,4.366
,,,plate_11,RFP_3_plate_1,D9,4.32
,,,plate_11,RFP_3_plate_1,D10,4.052
,,,plate_11,RFP_3_plate_1,D11,4.077
,,,plate_11,RFP_3_plate_1,D12,3.848
,,,plate_11,RFP_3_plate_1,E1,17.319
,,,plate_11,RFP_3_plate_1,E2,155.167
,,,plate_11,RFP_3_plate_1,E3,259.526
,,,plate_11,RFP_3_plate_1,E4,311.092
,,,plate_11,RFP_3_plate_1,E5,356.711
,,,plate_11,RFP_3_plate_1,E6,362.794
,,,plate_11,RFP_3_plate_1,E7,311.328
,,,plate_11,RFP_3_plate_1,E8,3.947
,,,plate_11,RFP_3_plate_1,E9,4.439
,,,plate_11,RFP_3_plate_1,E10,4.676
,,,plate_11,RFP_3_plate_1,E11,3.92
,,,plate_11,RFP_3_plate_1,E12,4.535
,,,plate_11,RFP_3_plate_1,F1,16.239
,,,plate_11,RFP_3_plate_1,F2,172.726
,,,plate_11,RFP_3_plate_1,F3,215.524
,,,plate_11,RFP_3_plate_1,F4,292.858
,,,plate_11,RFP_3_plate_1,F5,329.532
,,,plate_11,RFP_3_plate_1,F6,389.141
,,,plate_11,RFP_3_plate_1,F7,4.391
,,,plate_11,RFP_3_plate_1,F8,4.576
,,,plate_11,RFP_3_plate_1,F9,4.244
,,,plate_11,RFP_3_plate_1,F10,4.348
,,,plate_11,RFP_3_plate_1,F11,3.801
,,,plate_11,RFP_3_plate_1,F12,4.157
,,,plate_11,RFP_3_plate_1,G1,20.231
,,,plate_11,RFP_3_plate_1,G2,179.074
,,,plate_11,RFP_3_plate_1,G3,145.793
,,,plate_11,RFP_3_plate_1,G4,94.372
,,,plate_11,RFP_3_plate_1,G5,271.466
,,,plate_11,RFP_3_plate_1,G6,357.816
,,,plate_11,RFP_3_plate_1,G7,357.95
,,,plate_11,RFP_3_plate_1,G8,3.875
,,,plate_11,RFP_3_plate_1,G9,4.611
,,,plate_11,RFP_3_plate_1,G10,4.612
,,,plate_11,RFP_3_plate_1,G11,4.217
,,,plate_11,RFP_3_plate_1,G12,4.17
,,,plate_11,RFP_3_plate_1,H1,20.629
,,,plate_11,RFP_3_plate_1,H2,136.042
,,,plate_11,RFP_3_plate_1,H3,59.804
,,,plate_11,RFP_3_plate_1,H4,334.79
,,,plate_11,RFP_3_plate_1,H5,429.26
,,,plate_11,RFP_3_plate_1,H6,371.573
,,,plate_11,RFP_3_plate_1,H7,313.004
,,,plate_11,RFP_3_plate_1,H8,3.597
,,,plate_11,RFP_3_plate_1,H9,3.93
,,,plate_11,RFP_3_plate_1,H10,3.571
,,,plate_11,RFP_3_plate_1,H11,3.042
,,,plate_11,RFP_3_plate_1,H12,3.254
